proteinID,LFQ.intensity.A1,LFQ.intensity.A2,LFQ.intensity.A3,LFQ.intensity.C1,LFQ.intensity.C2,LFQ.intensity.C3,impute_LFQ.intensity.A1,impute_LFQ.intensity.A2,impute_LFQ.intensity.A3,impute_LFQ.intensity.C1,impute_LFQ.intensity.C2,impute_LFQ.intensity.C3,pvalue,log1P,log2fc,t.value,p.adjust,Cys,geneName
P30285,20.295244291131436,20.643680068790452,20.875002353194425,21.938297452103598,21.779845972645216,21.575794041763203,20.295244291131436,20.643680068790452,20.875002353194425,21.938297452103598,21.779845972645216,21.575794041763203,0.004275052707297411,2.369058526468601,1.1600035844652332,5.8440561304162,0.004275052707297411,4,Cdk4
P30681,21.418334420296073,20.112989209604315,19.981059939489278,21.96585472703611,21.6461438081758,22.018284410371905,21.418334420296073,20.112989209604315,19.981059939489278,21.96585472703611,21.6461438081758,22.018284410371905,0.044085169334112564,1.3557074867140688,1.3726331253980497,2.90074134303135,0.044085169334112564,3,Hmgb2
P31230,20.708177938663912,20.690468659032856,20.88777394551805,21.72829090305745,21.524013646376535,21.735911299345975,20.708177938663912,20.690468659032856,20.88777394551805,21.72829090305745,21.524013646376535,21.735911299345975,6.56263459554108e-4,3.1829217763857813,0.9005984351883818,9.606915315307358,6.56263459554108e-4,6,Aimp1
P32883,NA,NA,NA,19.884960469354343,20.26979328931319,19.960279155278315,17.106350460235976,17.205585744664432,16.93578923261311,19.884960469354343,20.26979328931319,19.960279155278315,3.119108372558283e-5,4.505969535538976,2.9557691588107744,20.862891864129463,3.119108372558283e-5,5,Kras
P33174,NA,NA,NA,19.590963433584516,19.36307386236369,19.559436843060016,17.601570180689926,16.412638720875158,16.501935932909568,19.590963433584516,19.36307386236369,19.559436843060016,0.0023709428669946727,2.6250789111622175,2.665776434844524,6.854864684129832,0.0023709428669946727,28,Kif4
P34022,20.608918946519353,20.97197008460838,20.894820723140782,21.523583012561822,21.44060561167706,21.787199540950322,20.608918946519353,20.97197008460838,20.894820723140782,21.523583012561822,21.44060561167706,21.787199540950322,0.007545101891560224,2.122334890991961,0.7585594703068956,4.989729489082973,0.007545101891560224,3,Ranbp1
P34884,23.503245379295105,23.52145187650281,23.934361086587522,24.13351602576533,24.320309174111436,24.27284275301635,23.503245379295105,23.52145187650281,23.934361086587522,24.13351602576533,24.320309174111436,24.27284275301635,0.017710890401167956,1.751759604445536,0.5892032035025601,3.888648058960613,0.017710890401167956,3,Mif
P39447,NA,NA,NA,19.632771604104008,19.342691057803304,19.495449086914327,16.992213275303637,16.6477698023944,16.47920651578582,19.632771604104008,19.342691057803304,19.495449086914327,8.653364757757985e-5,4.06281498946158,2.7839073851125953,16.12418705216701,8.653364757757985e-5,7,Tjp1
P42567,17.8335572249558,17.894865119904672,NA,19.31654670866837,19.291741784993267,19.249960616861443,17.8335572249558,17.894865119904672,17.42761583768356,19.31654670866837,19.291741784993267,19.249960616861443,4.485274646652359e-4,3.3482109586681252,1.5674036426596842,10.598745521927603,4.485274646652359e-4,9,Eps15
P43346,NA,NA,NA,19.236967150405974,19.026831391499186,19.382117373350784,16.68733724231272,17.10427761544722,16.700994742046593,19.236967150405974,19.026831391499186,19.382117373350784,1.544288669891512e-4,3.811271514866273,2.3844354384831377,13.920566144124356,1.544288669891512e-4,5,Dck
P46414,NA,NA,NA,18.466148173643653,18.593500546360442,19.44228748792035,16.71942450733404,16.38908282001952,16.57239968535849,18.466148173643653,18.593500546360442,19.44228748792035,0.002095340163856775,2.678745462294956,2.273676398404131,7.084794788239547,0.002095340163856775,4,Cdkn1b
P46660,17.482508624424824,17.098052650432543,17.831579406065437,18.694453113270022,18.69995194581285,18.670621674915793,17.482508624424824,17.098052650432543,17.831579406065437,18.694453113270022,18.69995194581285,18.670621674915793,0.004555919274609909,2.3414239796987455,1.217628684358619,5.742875825441671,0.004555919274609909,3,Ina
P47757,21.446473523859904,21.30212346874956,21.322346296075374,22.515953876582586,22.276113043278883,22.602091694917956,21.446473523859904,21.30212346874956,21.322346296075374,22.515953876582586,22.276113043278883,22.602091694917956,4.99605846347085e-4,3.3013724881893705,1.107738442031529,10.308350275465832,4.99605846347085e-4,5,Capzb
P47941,NA,18.815502131121775,NA,20.933442854855524,21.290077361606606,21.39299235411086,15.950634031114392,18.815502131121775,16.584347997426036,20.933442854855524,21.290077361606606,21.39299235411086,0.009685008661015506,2.0138999865680445,4.0886761369702604,4.646743484030767,0.009685008661015506,2,Crkl
P48024,NA,NA,NA,22.792571082947827,22.72754326353084,22.788793195019625,16.46775662130004,16.404248011997055,16.70954410055291,22.792571082947827,22.72754326353084,22.788793195019625,3.262712818332986e-7,6.486421150822015,6.24245293588276,65.45973675369653,3.262712818332986e-7,2,Eif1
P49312,23.278950760639287,23.283338221348252,23.465131917538685,23.85157597032873,24.02309916244479,24.029853365047597,23.278950760639287,23.283338221348252,23.465131917538685,23.85157597032873,24.02309916244479,24.029853365047597,0.0017863393843799698,2.7480360265442836,0.625702532764965,7.391669087333356,0.0017863393843799698,2,Hnrnpa1
P49722,20.198445041452363,20.275715317057504,20.698460507735398,21.130502693571856,21.362763604214074,21.43705304883567,20.198445041452363,20.275715317057504,20.698460507735398,21.130502693571856,21.362763604214074,21.43705304883567,0.007054214610604782,2.1515513319121324,0.9192328267921113,5.085370379975045,0.007054214610604782,2,Psma2
P51125,NA,NA,NA,20.295580622882788,20.3085256838019,20.477635749774382,16.5009687118974,16.16633717119,16.353609202349364,20.295580622882788,20.3085256838019,20.477635749774382,3.7522100597690953e-6,5.42571285652833,4.020275657007435,35.513459672977994,3.7522100597690953e-6,4,Cast
P51432,NA,17.499814751236155,NA,18.351129033686625,18.323951942368808,18.142206797704326,17.809302740798564,17.499814751236155,16.747651046931455,18.351129033686625,18.323951942368808,18.142206797704326,0.04602804676577279,1.3369774543227357,0.9201730782645292,2.8578765595275444,0.04602804676577279,15,Plcb3
P51859,20.28748694083645,19.980083779258113,20.004291800345793,21.762351216555423,22.197965342348727,22.51224471351344,20.28748694083645,19.980083779258113,20.004291800345793,21.762351216555423,22.197965342348727,22.51224471351344,9.796531781291538e-4,3.008927648270465,2.0668995839924094,8.656641450744706,9.796531781291538e-4,2,Hdgf
P52431,NA,NA,NA,19.113040097420793,18.240744756802687,18.845030559776323,16.078943602678578,15.897209236371573,16.96964363739286,19.113040097420793,18.240744756802687,18.845030559776323,0.0045150716830525675,2.3453353502658585,2.417672979185596,5.757108507815522,0.0045150716830525675,26,Pold1
P52651,17.978799820501344,17.769527953167312,18.083790935751114,20.41472652113226,20.371032137315154,20.45442782451587,17.978799820501344,17.769527953167312,18.083790935751114,20.41472652113226,20.371032137315154,20.45442782451587,1.3266218088251352e-5,4.877252867451814,2.4693559245145025,25.86857239396534,1.3266218088251352e-5,4,Rhox5
P53994,NA,NA,NA,19.230015743335386,19.27903013644965,19.459119389437614,15.97576231909399,16.18722776650294,17.251675029099555,19.230015743335386,19.27903013644965,19.459119389437614,0.0020655916622415458,2.6849555281033117,2.8511667181753886,7.111832259758552,0.0020655916622415458,3,Rab2a
P57722,19.03526090516785,18.899710944038354,19.194699151621514,19.551066096602643,19.841533636082143,19.78562806880994,19.03526090516785,18.899710944038354,19.194699151621514,19.551066096602643,19.841533636082143,19.78562806880994,0.005185728283986388,2.2851902426489743,0.6828522668890038,5.541413058664861,0.005185728283986388,5,Pcbp3
P58404,17.945295224550414,18.05451953085237,17.977794185533003,19.374687167875297,18.930442828096105,19.21136075835034,17.945295224550414,18.05451953085237,17.977794185533003,19.374687167875297,18.930442828096105,19.21136075835034,9.110242939648928e-4,3.04047004169416,1.179627271128652,8.822202232529435,9.110242939648928e-4,12,Strn4
