proteinID,LFQ.intensity.A1,LFQ.intensity.A2,LFQ.intensity.A3,LFQ.intensity.C1,LFQ.intensity.C2,LFQ.intensity.C3,impute_LFQ.intensity.A1,impute_LFQ.intensity.A2,impute_LFQ.intensity.A3,impute_LFQ.intensity.C1,impute_LFQ.intensity.C2,impute_LFQ.intensity.C3,pvalue,log1P,log2fc,t.value,p.adjust,Cys,geneName
P58854,NA,NA,NA,19.08954358457798,19.831950453701126,19.720838755755885,16.008059419551394,16.664661103953083,16.84518132805857,19.08954358457798,19.831950453701126,19.720838755755885,9.005592984689401e-4,3.045487685232057,3.0414769808239797,8.848805393474878,9.005592984689401e-4,13,Tubgcp3
P58871,NA,15.705011333308748,17.935142023771313,21.396759457250155,21.330684962768974,21.52516137518877,17.92256420141893,15.705011333308748,17.935142023771313,21.396759457250155,21.330684962768974,21.52516137518877,0.004713581450657539,2.3266489839118276,4.229962745569637,5.689372928098915,0.004713581450657539,23,Tnks1bp1
P59110,NA,NA,NA,19.368007618301988,19.385554898883363,19.364143206617765,16.792997695104077,16.973137578272574,16.699154069626616,19.368007618301988,19.385554898883363,19.364143206617765,5.95882082965178e-6,5.224839672783533,2.5508054602666164,31.624624286640156,5.95882082965178e-6,12,Senp1
P60335,22.263732257278704,22.415087717338878,22.881047474261376,24.60727160914376,24.338445329354567,24.345974751411923,22.263732257278704,22.415087717338878,22.881047474261376,24.60727160914376,24.338445329354567,24.345974751411923,7.475743752111384e-4,3.126345593455767,1.9106080803437635,9.287832143677646,7.475743752111384e-4,9,Pcbp1
P61750,NA,NA,NA,19.72020417099083,20.000583247239355,19.985236018363,17.803187803263427,17.265710712535352,17.358303120662427,19.72020417099083,20.000583247239355,19.985236018363,2.132265761877073e-4,3.67115866656685,2.426273933377324,12.822587604276098,2.132265761877073e-4,2,Arf4
P61759,NA,19.609063280974066,NA,21.281499942684288,20.70657695693977,21.57611708657322,16.107143119847873,19.609063280974066,17.243399777655718,21.281499942684288,20.70657695693977,21.57611708657322,0.0291980627156448,1.534645962928858,3.534862602573206,3.3266012031582095,0.0291980627156448,3,Vbp1
P62307,NA,18.56521366864856,NA,19.04158429449116,18.936436656122456,19.693534600061117,17.00597750299611,18.56521366864856,16.657297964000463,19.04158429449116,18.936436656122456,19.693534600061117,0.0455464036343412,1.341545909435711,1.8143554716765316,2.868303793119419,0.0455464036343412,1,Snrpf
P62309,NA,NA,NA,21.326192459486105,22.059168835055814,21.525878242304582,17.4899619433712,16.345780322392788,16.518058911667357,21.326192459486105,22.059168835055814,21.525878242304582,3.1462722703498423e-4,3.502203697353532,4.852479453138386,11.608945309914569,3.1462722703498423e-4,1,Snrpg
P62748,NA,NA,NA,20.8114311417629,20.58829373934542,20.79265051119906,16.36339123990451,17.164653228381265,16.119063984845223,20.8114311417629,20.58829373934542,20.79265051119906,2.0725250206824912e-4,3.6835002176998857,4.181755646392126,12.915849528184813,2.0725250206824912e-4,2,Hpcal1
P62774,20.85923751049581,20.937399684186484,20.569688757408205,21.8297382172214,21.945745299884916,22.19050953742968,20.85923751049581,20.937399684186484,20.569688757408205,21.8297382172214,21.945745299884916,22.19050953742968,0.0014752835744177815,2.8311244929279358,1.1998890341485016,7.775164478441995,0.0014752835744177815,3,Mtpn
P62858,20.504361246582604,20.226703818324992,20.480695549523443,21.621806853461017,22.09725544635405,22.08586012515984,20.504361246582604,20.226703818324992,20.480695549523443,21.621806853461017,22.09725544635405,22.08586012515984,0.001049506420125721,2.9790149003720567,1.5310539368479539,8.502268381587912,0.001049506420125721,1,Rps28
P62869,NA,NA,NA,20.616207800215363,21.303238940286857,20.17279860483962,16.20118356014623,17.477944149683765,16.21766762817756,20.616207800215363,21.303238940286857,20.17279860483962,0.0016173376535212683,2.7911993024480815,4.0651500024447635,7.588728978076474,0.0016173376535212683,1,Elob
P62874,NA,19.101390975471258,18.918496415610452,20.526499239136566,20.44090971040453,20.46163931154926,16.950043281163772,19.101390975471258,18.918496415610452,20.526499239136566,20.44090971040453,20.46163931154926,0.03538180272641314,1.4512200432694762,2.1530391962816253,3.1242285369113514,0.03538180272641314,14,Gnb1
P62965,18.137961737835777,18.337168898220042,18.60548675235355,18.863811200329607,19.190340734887368,18.885213758029366,18.137961737835777,18.337168898220042,18.60548675235355,18.863811200329607,19.190340734887368,18.885213758029366,0.022571545213173897,1.6464387087740857,0.6195827682789918,3.6092551147787697,0.022571545213173897,3,Crabp1
P63028,21.60041385234525,21.675514321205718,21.670249949898484,22.326905619396875,22.58396327953085,21.965467251408427,21.60041385234525,21.675514321205718,21.670249949898484,22.326905619396875,22.58396327953085,21.965467251408427,0.023706573589520205,1.6251312118884298,0.6433860089622314,3.5543158345086856,0.023706573589520205,2,Tpt1
P63073,21.35584573350048,21.459789798397704,21.362549594194636,21.92868028999935,22.023336094308878,22.141489760188016,21.35584573350048,21.459789798397704,21.362549594194636,21.92868028999935,22.023336094308878,22.141489760188016,8.072194712195747e-4,3.093008370877652,0.638440339467806,9.104443688474342,8.072194712195747e-4,4,Eif4e
P63158,21.79966264923946,21.579849924684925,21.645308368101954,22.285710378858727,22.251446581349914,22.404004350839674,21.79966264923946,21.579849924684925,21.645308368101954,22.285710378858727,22.251446581349914,22.404004350839674,0.0013262620984639407,2.8773706413396787,0.6387801230073258,7.996246405785216,0.0013262620984639407,3,Hmgb1
P68037,20.29468356391349,20.137586573345068,20.321685922990504,20.716909868029358,21.254592696003268,20.73925321256728,20.29468356391349,20.137586573345068,20.321685922990504,20.716909868029358,21.254592696003268,20.73925321256728,0.02422462047438857,1.6157430182883399,0.6522665721169467,3.5302723188028953,0.02422462047438857,3,Ube2l3
P70296,23.587950526535217,23.53824767374576,23.417124202801443,24.60484230593399,24.889808062686804,24.784266604379216,23.587950526535217,23.53824767374576,23.417124202801443,24.60484230593399,24.889808062686804,24.784266604379216,2.159808398722255e-4,3.6655847743437318,1.2451981899725304,12.78067950773491,2.159808398722255e-4,3,Pebp1
P70460,18.060812014662464,18.077598096956596,18.535070295680555,20.722590763827707,20.761012250690765,20.642534758020304,18.060812014662464,18.077598096956596,18.535070295680555,20.722590763827707,20.761012250690765,20.642534758020304,9.857016675567971e-5,4.006254508728988,2.484219121746385,15.600936668949165,9.857016675567971e-5,3,Vasp
P81122,18.070173367036045,19.000060536623003,18.894776325010604,20.51306444032555,19.729096258742622,20.5083325469973,18.070173367036045,19.000060536623003,18.894776325010604,20.51306444032555,19.729096258742622,20.5083325469973,0.015339113110192147,1.8141997500665994,1.5951610057986088,4.060759623527662,0.015339113110192147,21,Irs2
P97355,NA,NA,NA,19.068809761035766,18.576587679553338,18.53514625498352,16.65441465689225,16.95451601258234,16.53342892347518,19.068809761035766,18.576587679553338,18.53514625498352,6.89884894422509e-4,3.161223364171786,2.012728034207619,9.483353876075112,6.89884894422509e-4,8,Sms
P97371,19.99244604222351,20.57005951103463,20.570708100704604,21.337778677855738,21.441163077055027,21.287994128410983,19.99244604222351,20.57005951103463,20.570708100704604,21.337778677855738,21.441163077055027,21.287994128410983,0.007802850409136113,2.107746718998789,0.977907409786333,4.942498535302351,0.007802850409136113,3,Psme1
P97434,NA,NA,NA,18.932260896798496,18.30848124464402,18.58431661863838,16.035904841202928,17.245422113230276,17.518254098442533,18.932260896798496,18.30848124464402,18.58431661863838,0.0268043681636976,1.5717944255680798,1.6751592357350553,3.419016659345152,0.0268043681636976,15,Mprip
Q03173,16.72507330055716,17.103492722131687,17.31778355691145,18.59317225075295,17.76849450395343,18.461119687912472,16.72507330055716,17.103492722131687,17.31778355691145,18.59317225075295,17.76849450395343,18.461119687912472,0.016579248821153563,1.7804351505178537,1.2254789543395184,3.967070754650745,0.016579248821153563,8,Enah
Q05816,21.2138897511566,21.103415882897515,20.998243332048634,22.156905204248858,22.05032695830401,22.07437407941001,21.2138897511566,21.103415882897515,20.998243332048634,22.156905204248858,22.05032695830401,22.07437407941001,1.4689470083752227e-4,3.8329938709118077,0.9886857586200399,14.098713641737623,1.4689470083752227e-4,6,Fabp5
Q3TIU4,NA,NA,NA,17.362303443419464,17.796141032081305,17.476983469796572,15.91520910798614,16.839875097792447,16.873719482045765,17.362303443419464,17.796141032081305,17.476983469796572,0.04198735755771615,1.376881456493603,1.0022080858243285,2.9495688800525732,0.04198735755771615,17,Pde12
Q3TLH4,18.55337430407134,18.198684831204577,18.31061278165953,20.194963603841483,20.323995907537896,20.409970947361447,18.55337430407134,18.198684831204577,18.31061278165953,20.194963603841483,20.323995907537896,20.409970947361447,8.835595230270988e-5,4.053764187921274,1.9554195139351265,16.039322493633513,8.835595230270988e-5,11,Prrc2c
Q3U0V1,20.76514686323018,20.770480008807084,20.758167899597275,21.335545192535054,21.41410711716959,21.457587286544253,20.76514686323018,20.770480008807084,20.758167899597275,21.335545192535054,21.41410711716959,21.457587286544253,5.8904509563828555e-5,4.229851455574243,0.6378149415381174,17.771439705539393,5.8904509563828555e-5,8,Khsrp
