proteinID,LFQ.intensity.PD1,LFQ.intensity.PD2,LFQ.intensity.PD3,LFQ.intensity.PD4,LFQ.intensity.PE1,LFQ.intensity.PE2,LFQ.intensity.PE3,LFQ.intensity.PE4,impute_LFQ.intensity.PD1,impute_LFQ.intensity.PD2,impute_LFQ.intensity.PD3,impute_LFQ.intensity.PD4,impute_LFQ.intensity.PE1,impute_LFQ.intensity.PE2,impute_LFQ.intensity.PE3,impute_LFQ.intensity.PE4,pvalue,log1P,log2fc,t.value,p.adjust,Cys,geneName
O94906,19.84989373602132,20.099054959289823,NA,20.187492229597737,NA,NA,NA,NA,19.84989373602132,20.099054959289823,18.325743948413184,20.187492229597737,18.088285326184543,17.712987484440298,19.063785543243846,17.764009515922332,0.0348012144892845,1.4584055998237897,-1.458279250882761,-2.7165642171133557,0.0348012144892845,14,PRPF6
O94979,21.700536236867826,21.528789837724485,21.260519893236182,21.704003239103514,21.37140443885217,21.654340587563322,20.996175544621565,21.291314616229645,21.700536236867826,21.528789837724485,21.260519893236182,21.704003239103514,21.37140443885217,21.654340587563322,20.996175544621565,21.291314616229645,0.24510349648208424,0.6106504933499448,-0.220153504916329,-1.2882547442771193,0.24510349648208424,17,SEC31A
O95202,19.58893418488254,19.52497015044982,NA,19.50472977831414,NA,19.887967263516117,19.241815609834298,19.020415733445056,19.58893418488254,19.52497015044982,18.262233808574273,19.50472977831414,18.152196782525372,19.887967263516117,19.241815609834298,19.020415733445056,0.7736005223219011,0.11148324569671599,-0.14461813322498074,-0.3009617616582201,0.7736005223219011,12,LETM1
O95232,NA,20.0632897404801,NA,19.434367601668914,19.865700049246033,20.01862400386755,NA,19.620420313190053,17.98204367025506,20.0632897404801,18.246465270579368,19.434367601668914,19.865700049246033,20.01862400386755,17.799816497745404,19.620420313190053,0.5997046366419092,0.2220625933829788,0.39459864526639876,0.5538402879243939,0.5997046366419092,7,LUC7L3
O95336,21.892339733637026,21.242141363921327,21.80266308332063,21.87788770676585,23.430074758512852,23.311328138772108,23.28587966952319,23.06172518271711,21.892339733637026,21.242141363921327,21.80266308332063,21.87788770676585,23.430074758512852,23.311328138772108,23.28587966952319,23.06172518271711,1.0143145280692954e-4,3.9938273540520406,1.5684939654701076,9.059497569607483,1.0143145280692954e-4,5,PGLS
O95433,21.740777193595264,21.8771388188771,22.27920588163275,21.49536124833165,21.59882490599676,21.872411865013635,21.4846832774394,21.6256018354093,21.740777193595264,21.8771388188771,22.27920588163275,21.49536124833165,21.59882490599676,21.872411865013635,21.4846832774394,21.6256018354093,0.31072457599239234,0.5076243959378602,-0.20274031464441578,-1.1069127224870685,0.31072457599239234,3,AHSA1
O95456,20.604491696638032,NA,20.535450052208382,20.88464752193668,NA,20.64772542175378,21.527644993034688,21.50193434589778,20.604491696638032,17.905786189475933,20.535450052208382,20.88464752193668,17.389106275932974,20.64772542175378,21.527644993034688,21.50193434589778,0.821191140254081,0.08555574483422707,0.28400889409005003,0.2361230166120682,0.821191140254081,14,PSMG1
O95571,20.682346558177667,NA,NA,20.561041766111124,20.688591815831632,20.52964787544137,20.641741317603834,20.993137418592177,20.682346558177667,18.20130275701088,17.78664881144612,20.561041766111124,20.688591815831632,20.52964787544137,20.641741317603834,20.993137418592177,0.11778526672999126,0.9289090302453031,1.4054446336808049,1.8250990610092808,0.11778526672999126,9,ETHE1
O95747,19.547888622123523,19.83321748024052,NA,19.858281565766962,NA,19.68939403851135,19.63785598156725,19.84443300238746,19.547888622123523,19.83321748024052,17.29672563625426,19.858281565766962,17.885438516980987,19.68939403851135,19.63785598156725,19.84443300238746,0.8712633140177928,0.059850572268075455,0.13025205876544632,0.16911535736734484,0.8712633140177928,5,OXSR1
O95793,NA,NA,NA,NA,21.54933721512857,21.523630867111653,21.77039935048705,21.388637480606352,18.487764549696784,18.75642835362486,17.832868184710264,17.355780474180996,21.54933721512857,21.523630867111653,21.77039935048705,21.388637480606352,4.2472597058526794e-5,4.371891182529374,3.4497908377801814,10.55756670397067,4.2472597058526794e-5,5,STAU1
O95801,NA,19.05269009567249,NA,19.64369768185643,19.95673914505908,19.923249131467298,19.699325051734167,20.494531397839463,18.31320501840162,19.05269009567249,17.966229319709864,19.64369768185643,19.95673914505908,19.923249131467298,19.699325051734167,20.494531397839463,0.02128721157980195,1.6718812232406894,1.2745056526149021,3.093692177546696,0.02128721157980195,9,TTC4
O95816,NA,NA,NA,NA,23.18064977738413,23.05592979328272,22.829583388390937,22.351970123269457,17.113370587297702,17.989888504574672,17.67044973773888,17.81658995586804,23.18064977738413,23.05592979328272,22.829583388390937,22.351970123269457,1.0836068675620914e-6,5.965128251207281,5.206958574211988,19.777852677903645,1.0836068675620914e-6,3,BAG2
O95831,20.812371620962367,21.25632157897867,19.494394670785535,21.030527049412342,20.24179233887042,20.535924607339428,19.76773509295999,20.421111504966646,20.812371620962367,21.25632157897867,19.494394670785535,21.030527049412342,20.24179233887042,20.535924607339428,19.76773509295999,20.421111504966646,0.3805695572873705,0.4195659549635795,-0.4067628440006068,-0.9462151440482836,0.3805695572873705,5,AIFM1
O95834,20.672193962914104,20.660403348308996,NA,NA,19.581138045342723,19.712919888962357,20.06762867620444,20.711122472819063,20.672193962914104,20.660403348308996,17.404632011238622,18.899570893741565,19.581138045342723,19.712919888962357,20.06762867620444,20.711122472819063,0.4892249364319138,0.3104914145164339,0.6090022167813238,0.7364740455951906,0.4892249364319138,17,EML2
O95999,NA,NA,NA,NA,22.71152162541725,22.483256838763136,22.650620550965755,22.478228475765007,17.82155835144859,17.177873827956624,18.088413264859565,18.121740592694774,22.71152162541725,22.483256838763136,22.650620550965755,22.478228475765007,7.410497382460883e-7,6.13015264179006,4.7785103634879,21.087697016368026,7.410497382460883e-7,5,BCL10
O96008,21.22881869049588,21.17212714380866,21.180224839328577,21.53240919735394,21.55463943564542,22.00884575493786,22.267851957188608,22.552061142900616,21.22881869049588,21.17212714380866,21.180224839328577,21.53240919735394,21.55463943564542,22.00884575493786,22.267851957188608,22.552061142900616,0.011660637114219451,1.93327771993458,0.8174546049213625,3.578749676367906,0.011660637114219451,6,TOMM40
P00338,25.622991066218944,25.640666171008533,25.217266695282298,25.741831710675264,24.887671699565253,25.115848863743558,25.12951257095124,25.16568663269398,25.622991066218944,25.640666171008533,25.217266695282298,25.741831710675264,24.887671699565253,25.115848863743558,25.12951257095124,25.16568663269398,0.010760429244021609,1.9681704038934473,-0.4810089690577506,-3.6457753962244395,0.010760429244021609,5,LDHA
P00367,23.053545446522985,23.837304546991202,23.264133300320275,23.3321064989079,22.39016055747603,23.191955606753112,22.96576667353115,23.00264473133513,23.053545446522985,23.837304546991202,23.264133300320275,23.3321064989079,22.39016055747603,23.191955606753112,22.96576667353115,23.00264473133513,0.09012864716644128,1.0451371476571307,-0.4841405559117362,-2.018169661108402,0.09012864716644128,6,GLUD1
P00387,21.839881922261455,22.156720081165446,20.036173612553483,21.861511023138746,NA,20.174140590091326,20.495897956167113,20.745831860723957,21.839881922261455,22.156720081165446,20.036173612553483,21.861511023138746,16.823750408717917,20.174140590091326,20.495897956167113,20.745831860723957,0.11519358299955602,0.9385717131480906,-1.913666455854706,-1.8411552452217246,0.11519358299955602,4,CYB5R3
P00390,22.377295272674157,21.997244271506393,22.265020927667,22.615512000862033,NA,22.268508876632968,22.108944252704358,22.562626274827114,22.377295272674157,21.997244271506393,22.265020927667,22.615512000862033,18.565324660174706,22.268508876632968,22.108944252704358,22.562626274827114,0.36206166222948655,0.4412174590649485,-0.9374171020926099,-0.9863266471856226,0.36206166222948655,10,GSR
P00403,NA,23.189589927194575,NA,23.16556396888624,22.146781204241808,22.80323482639024,NA,22.761418129168863,17.490874907054874,23.189589927194575,16.52963036969723,23.16556396888624,22.146781204241808,22.80323482639024,17.866513739539002,22.761418129168863,0.5670308635116634,0.24639330179842525,1.3005721816267517,0.6054972730178885,0.5670308635116634,3,MT-CO2
P00441,22.274578351878564,NA,21.966523758100827,NA,23.2244239235642,22.49772614284368,22.556698757383533,21.781567828790273,22.274578351878564,17.665307172456842,21.966523758100827,18.276972651929018,23.2244239235642,22.49772614284368,22.556698757383533,21.781567828790273,0.09385142427651554,1.027559132198332,2.4692586795541054,1.9889583393914498,0.09385142427651554,4,SOD1
P00491,21.495068414425187,21.854793829269205,21.13821179330757,22.413926407575705,21.53559243513876,22.281330137276843,22.327508787169474,22.775954222326746,21.495068414425187,21.854793829269205,21.13821179330757,22.413926407575705,21.53559243513876,22.281330137276843,22.327508787169474,22.775954222326746,0.22627279007844062,0.6453676680040792,0.504596284333541,1.3481632228778884,0.22627279007844062,4,PNP
P00492,20.775311274272703,20.52094856480214,20.498335023946353,20.585270660717637,20.984471308288487,20.573946682472574,20.0272904915975,19.62016969923322,20.775311274272703,20.52094856480214,20.498335023946353,20.585270660717637,20.984471308288487,20.573946682472574,20.0272904915975,19.62016969923322,0.37529507998984285,0.4256271290248821,-0.29349683553676087,-0.9574876802449418,0.37529507998984285,4,HPRT1
P00505,23.9492232868325,24.12652236525801,23.863818760653572,23.627228386590264,23.568483149680052,24.112909693797484,23.843835197390625,23.772635946854507,23.9492232868325,24.12652236525801,23.863818760653572,23.627228386590264,23.568483149680052,24.112909693797484,23.843835197390625,23.772635946854507,0.6757659295630933,0.1702037080564499,-0.0672322029029182,-0.43938426575087003,0.6757659295630933,7,GOT2
P00558,26.37358313488406,26.43782457154295,26.56752606105349,26.43311917668143,25.932447443859818,25.99448896631043,26.09960882165066,25.995028368190958,26.37358313488406,26.43782457154295,26.56752606105349,26.43311917668143,25.932447443859818,25.99448896631043,26.09960882165066,25.995028368190958,1.6016060936346785e-4,3.7954442875003203,-0.44761983603751787,-8.351446292249687,1.6016060936346785e-4,7,PGK1
P00813,NA,19.866469989848586,NA,NA,20.679600364896586,20.68705439867495,20.94806488922037,20.749928334147214,17.958645742935612,19.866469989848586,17.939222052319888,18.272079836930423,20.679600364896586,20.68705439867495,20.94806488922037,20.749928334147214,0.0027835206359977842,2.55540555464562,2.257057591226154,4.873843024485549,0.0027835206359977842,5,ADA
P00966,NA,NA,NA,19.06831119870822,19.63159983597783,NA,19.15125443072903,19.696169504983462,17.389536582465027,18.542789054899828,17.986112465886922,19.06831119870822,19.63159983597783,18.941837992443855,19.15125443072903,19.696169504983462,0.033933029273937834,1.4693773682290185,1.1085281155435425,2.7356005111947805,0.033933029273937834,5,ASS1
P01871,NA,23.743553288675848,23.45098466661752,22.83395091988003,NA,21.98394968255845,21.961268803539593,22.391419820029842,18.34607127169609,23.743553288675848,23.45098466661752,22.83395091988003,18.03811770500574,21.98394968255845,21.961268803539593,22.391419820029842,0.5611317930369599,0.25093512400845136,-0.9999510339339643,-0.6150119174071794,0.5611317930369599,12,IGHM
P01903,23.005457337569464,24.9680279445921,24.859038407572303,25.025255499674486,23.225159767220305,24.93651932927522,24.258393507426383,24.386928671192273,23.005457337569464,24.9680279445921,24.859038407572303,25.025255499674486,23.225159767220305,24.93651932927522,24.258393507426383,24.386928671192273,0.6790216390871012,0.16811638538610185,-0.2626944785735432,-0.4346380382038182,0.6790216390871012,3,HLA-DRA
P01911,22.97559541047119,24.123999481325917,24.183590558223685,24.77248493465561,22.358423701648388,24.04843232701507,24.06931798604534,24.681639055189866,22.97559541047119,24.123999481325917,24.183590558223685,24.77248493465561,22.358423701648388,24.04843232701507,24.06931798604534,24.681639055189866,0.7316846281435078,0.135676068900702,-0.22446432869443456,-0.359289361247249,0.7316846281435078,6,HLA-DRB1
P02545,22.612320494718524,21.738222583556233,20.4971657451784,21.222877429153144,24.361586156051835,22.63632989341536,23.395975454853783,22.322291276528777,22.612320494718524,21.738222583556233,20.4971657451784,21.222877429153144,24.361586156051835,22.63632989341536,23.395975454853783,22.322291276528777,0.03993123668228549,1.398687239368008,1.6613991320608612,2.613525236843623,0.03993123668228549,5,LMNA
P02786,22.789887811909733,23.50494309577012,22.081640766577166,22.456610096990065,20.572467089967127,21.976766876286074,21.56285914410609,21.873350985121323,22.789887811909733,23.50494309577012,22.081640766577166,22.456610096990065,20.572467089967127,21.976766876286074,21.56285914410609,21.873350985121323,0.03323248898403616,1.478437130537362,-1.211909418941616,-2.7513451942333904,0.03323248898403616,8,TFRC
P02794,21.42572813303702,NA,NA,NA,21.689743804480358,19.802954897749586,20.652109716870772,20.040059571916416,21.42572813303702,18.511135057587232,18.10169070288108,17.544980295071515,21.689743804480358,19.802954897749586,20.652109716870772,20.040059571916416,0.1374496176275197,0.8618564639870403,1.65033345061007,1.7135186789776375,0.1374496176275197,3,FTH1
P04075,25.895505021468658,25.8926130366954,25.724085587725835,25.693704739225286,25.56206141068031,25.595624682042395,25.37769243579873,25.363793083651014,25.895505021468658,25.8926130366954,25.724085587725835,25.693704739225286,25.56206141068031,25.595624682042395,25.37769243579873,25.363793083651014,0.006852831374734166,2.164129954586146,-0.3266841932356819,-4.033524776372719,0.006852831374734166,8,ALDOA
P04080,24.31962030667683,22.712361585874085,NA,23.967808132143535,29.375216657906936,28.884600946577415,28.989316664471286,28.86399003862711,24.31962030667683,22.712361585874085,18.576220080911543,23.967808132143535,29.375216657906936,28.884600946577415,28.989316664471286,28.86399003862711,0.002424873552830873,2.6153109031398962,6.634278550494191,5.011321727573588,0.002424873552830873,1,CSTB
P04179,20.681917809908324,20.623817204997554,NA,20.580862116291314,22.332161145412364,22.148178638066614,21.963246065774936,21.01991373062326,20.681917809908324,20.623817204997554,16.97853704504759,20.580862116291314,22.332161145412364,22.148178638066614,21.963246065774936,21.01991373062326,0.06607141789712838,1.1799863731025142,2.1495913509081,2.2430279042390535,0.06607141789712838,3,SOD2
P04233,22.66620232753457,22.321080315339803,22.305411632242482,22.1587859417593,22.625378877299084,22.676956510524224,22.755216040791634,22.851328145179217,22.66620232753457,22.321080315339803,22.305411632242482,22.1587859417593,22.625378877299084,22.676956510524224,22.755216040791634,22.851328145179217,0.021629401862223917,1.6649554903402584,0.36434983922950437,3.081214357318317,0.021629401862223917,8,CD74
P04406,28.63844442117245,28.287580290826952,28.810416500347703,28.29008791087465,29.74999097106525,29.05416364388902,29.23840495800499,28.725171878603582,28.63844442117245,28.287580290826952,28.810416500347703,28.29008791087465,29.74999097106525,29.05416364388902,29.23840495800499,28.725171878603582,0.03408792983551535,1.4673993727315608,0.6853005820852687,2.732166128087574,0.03408792983551535,3,GAPDH
P04439,25.574847565636155,25.47969689290976,24.41351327205744,25.386073506881544,24.91720561200934,24.970136441814915,24.86622659716391,25.228025976695417,25.574847565636155,25.47969689290976,24.41351327205744,25.386073506881544,24.91720561200934,24.970136441814915,24.86622659716391,25.228025976695417,0.46734527575292006,0.33036214309902484,-0.21813415245032886,-0.7757811241884802,0.46734527575292006,5,HLA-A
P04440,NA,22.63118682723497,NA,22.174932995017834,NA,22.089194415610184,22.05125674384337,21.910276740706156,17.713640263952666,22.63118682723497,17.859673541597214,22.174932995017834,17.40685304828221,22.089194415610184,22.05125674384337,21.910276740706156,0.6780896952622333,0.1687128554235423,0.769536830159808,0.4359955055594843,0.6780896952622333,5,HLA-DPB1
P04792,20.94506656107315,22.722757510827535,24.152517573790952,21.1388367424362,21.426291375771,22.562905713451656,21.87297541043332,21.552389545265697,20.94506656107315,22.722757510827535,24.152517573790952,21.1388367424362,21.426291375771,22.562905713451656,21.87297541043332,21.552389545265697,0.6438014739651212,0.19124803334443158,-0.3861540858015431,-0.4866049238503708,0.6438014739651212,1,HSPB1
P04818,20.05655833930284,19.786824776648345,NA,20.381842861877995,NA,NA,NA,20.207171648661024,20.05655833930284,19.786824776648345,17.904904693977727,20.381842861877995,18.110121731515946,17.28749076442349,17.117335445196538,20.207171648661024,0.18430086841919363,0.7344726183958192,-1.3520027705024766,-1.4999198313531799,0.18430086841919363,5,TYMS
P04843,22.543496336539512,22.848102538253766,21.31666823180353,22.22914152313619,20.92860800887802,21.21181226519019,21.382581812268146,21.58398622625617,22.543496336539512,22.848102538253766,21.31666823180353,22.22914152313619,20.92860800887802,21.21181226519019,21.382581812268146,21.58398622625617,0.03710588287799677,1.4305572305760557,-0.9576050792851198,-2.668396194727364,0.03710588287799677,2,RPN1
P04844,23.093069331877306,23.457136358225522,NA,22.673337546255603,NA,NA,NA,NA,23.093069331877306,23.457136358225522,18.50424362008372,22.673337546255603,17.94010254826401,17.54884870525941,17.78549373561221,17.824492469111885,0.011446359440387974,1.9413326204295467,-4.157212349548658,-3.5941711924813977,0.011446359440387974,2,RPN2
P04899,22.24672900271094,22.865178973976764,22.13461307272344,22.885169063259077,21.311355858652618,22.157460431014513,22.243681881997112,22.669147178626268,22.24672900271094,22.865178973976764,22.13461307272344,22.885169063259077,21.311355858652618,22.157460431014513,22.243681881997112,22.669147178626268,0.25415716153751244,0.5948976484149311,-0.4375111905949254,-1.2608953756587788,0.25415716153751244,10,GNAI2
P05023,22.8030968401864,24.006330872961854,21.935278734264525,23.49862719562337,20.60729418812101,22.054771228019607,21.84922945728518,22.31876565399382,22.8030968401864,24.006330872961854,21.935278734264525,23.49862719562337,20.60729418812101,22.054771228019607,21.84922945728518,22.31876565399382,0.060848942400570184,1.2157469657262412,-1.3533182789041334,-2.303009430595107,0.060848942400570184,23,ATP1A1
P05141,23.423806333044713,24.59400196488552,NA,23.949312355827182,21.90477572343763,23.049695690960714,23.100242692938995,23.398587141013955,23.423806333044713,24.59400196488552,18.05761680075306,23.949312355827182,21.90477572343763,23.049695690960714,23.100242692938995,23.398587141013955,0.8240437617954239,0.0840497239805454,0.3571409484602057,0.2322757603390454,0.8240437617954239,4,SLC25A5
P05161,21.226586234475473,22.45342337203438,21.14507138930809,22.478771594081106,22.71718189105572,23.300057569969276,22.580563133586228,22.6642285136592,21.226586234475473,22.45342337203438,21.14507138930809,22.478771594081106,22.71718189105572,23.300057569969276,22.580563133586228,22.6642285136592,0.050116294853791765,1.3000210443026579,0.9895446295928423,2.4452014053777194,0.050116294853791765,1,ISG15
P05165,24.404965861714615,23.637435915426668,26.184914982296217,24.765521230486634,21.553421180585595,21.22193399017506,21.667350668257463,21.781847936555618,24.404965861714615,23.637435915426668,26.184914982296217,24.765521230486634,21.553421180585595,21.22193399017506,21.667350668257463,21.781847936555618,0.0011157987835310303,2.9524141164030193,-3.1920710535876005,-5.8351398922375095,0.0011157987835310303,11,PCCA
P05166,20.02566948576304,19.919064076289146,21.282292103765197,19.323292304004756,18.85908581552265,18.120248004040477,NA,18.225009685584013,20.02566948576304,19.919064076289146,21.282292103765197,19.323292304004756,18.85908581552265,18.120248004040477,17.470980569554833,18.225009685584013,0.007661958186830455,2.1156602223971013,-1.9687484737800425,-3.9357480861215612,0.007661958186830455,11,PCCB
P05198,22.19385137574483,21.37607662354132,21.573808035118578,21.675126621546227,22.374777364004267,21.687396188546458,21.947280214897592,21.97060165318029,22.19385137574483,21.37607662354132,21.573808035118578,21.675126621546227,22.374777364004267,21.687396188546458,21.947280214897592,21.97060165318029,0.24429122931562974,0.612092125037211,0.2902981911694127,1.2907528105717414,0.24429122931562974,5,EIF2S1
P05386,NA,NA,NA,NA,22.103159722555777,22.26166798739266,21.429308657933266,NA,18.194470307673036,17.953629366548327,17.86371752322704,18.34013141685759,22.103159722555777,22.26166798739266,21.429308657933266,17.482084537783773,0.05241026376941155,1.2805836545826257,2.731068072839868,2.4122894103233623,0.05241026376941155,2,RPLP1
P05388,23.150132774172143,23.14370207685793,23.27724880011053,22.974913074201343,23.319482493710122,23.445564548691188,23.383768618730397,23.362255278572473,23.150132774172143,23.14370207685793,23.27724880011053,22.974913074201343,23.319482493710122,23.445564548691188,23.383768618730397,23.362255278572473,0.011609050879620716,1.9352032853943235,0.2412685535905581,3.5824334961806787,0.011609050879620716,3,RPLP0
P05413,NA,20.128301497546367,NA,20.35337085048144,NA,21.004497551819732,20.353478542419005,21.155114685276992,18.567766699276742,20.128301497546367,16.77501820248522,20.35337085048144,17.712921447474436,21.004497551819732,20.353478542419005,21.155114685276992,0.3762958493232962,0.4244705720759112,1.1003887443000977,0.9553393969444933,0.3762958493232962,1,FABP3
P05455,22.176729531883183,21.969794020638226,22.186585805323922,21.35735010802771,21.90675850688602,21.743984645982117,21.750460022356652,21.64050620895062,22.176729531883183,21.969794020638226,22.186585805323922,21.35735010802771,21.90675850688602,21.743984645982117,21.750460022356652,21.64050620895062,0.4537542804301443,0.34317926507776236,-0.16218752042440698,-0.8008498333976695,0.4537542804301443,3,SSB
P05771,NA,NA,NA,19.970145220776498,NA,19.2066233084338,19.16366441576835,19.58433497155239,18.278099984731135,18.178083389307265,17.774010823842932,19.970145220776498,18.41224575276503,19.2066233084338,19.16366441576835,19.58433497155239,0.35803549262036805,0.44607391892838955,0.5416322574654338,0.9952657889478834,0.35803549262036805,20,PRKCB
P06493,20.741394565421626,21.11095222368047,21.140023400473055,21.71401907245131,21.033957954812617,21.682646606170614,21.426496136803298,21.564534694233842,20.741394565421626,21.11095222368047,21.140023400473055,21.71401907245131,21.033957954812617,21.682646606170614,21.426496136803298,21.564534694233842,0.3470654667876923,0.45958859672806063,0.2503115324984755,1.0200356827120503,0.3470654667876923,1,CDK1
P06576,23.25421783145519,23.18951452330697,23.480498338800572,23.007272328543554,22.346570000776147,22.475682971533647,22.301760754721027,22.121045258422043,23.25421783145519,23.18951452330697,23.480498338800572,23.007272328543554,22.346570000776147,22.475682971533647,22.301760754721027,22.121045258422043,2.8142734595626494e-4,3.550633704979128,-0.9216110091633567,-7.543739737445722,2.8142734595626494e-4,0,ATP5F1B
P06730,21.01787679263302,21.00696428343336,NA,20.988290811698715,21.411471679465343,20.94870657819623,21.49414071473075,21.551779595648288,21.01787679263302,21.00696428343336,18.469164169117658,20.988290811698715,21.411471679465343,20.94870657819623,21.49414071473075,21.551779595648288,0.1811528685587918,0.7419547845143981,0.9809506277894684,1.5125560198765637,0.1811528685587918,4,EIF4E
P06733,27.802549693548823,27.41264142615193,27.389606002269304,27.52200591548885,27.607737229047842,27.23288184367241,27.364778422749836,27.264813386320558,27.802549693548823,27.41264142615193,27.389606002269304,27.52200591548885,27.607737229047842,27.23288184367241,27.364778422749836,27.264813386320558,0.24443531147297612,0.6118360550984344,-0.16414803891706242,-1.290309160067222,0.24443531147297612,6,ENO1
P06744,24.355818855408224,24.50360934390391,24.182302809552162,24.625222786117742,23.340144576966726,23.773742886918562,23.737170582922186,24.186011441922755,24.355818855408224,24.50360934390391,24.182302809552162,24.625222786117742,23.340144576966726,23.773742886918562,23.737170582922186,24.186011441922755,0.015832631429202097,1.8004468981378252,-0.6574710765629526,-3.3286803140827876,0.015832631429202097,4,GPI
P06748,24.808625658011845,24.28538584954887,23.708198992375223,24.021405659443793,25.892960381115252,24.88869383315495,25.2777099460441,25.293372013312847,24.808625658011845,24.28538584954887,23.708198992375223,24.021405659443793,25.892960381115252,24.88869383315495,25.2777099460441,25.293372013312847,0.01095035641582991,1.9605717450330777,1.1322800035618563,3.631129664405298,0.01095035641582991,3,NPM1
P06753,23.03384036274816,22.157707129893517,22.82873153268301,22.880487073756782,27.5979701236679,27.44718956965957,27.632147001473438,27.374594976298518,23.03384036274816,22.157707129893517,22.82873153268301,22.880487073756782,27.5979701236679,27.44718956965957,27.632147001473438,27.374594976298518,3.8711432715387963e-7,6.412160755085779,4.787783893004491,23.5249267407128,3.8711432715387963e-7,1,TPM3
P07108,22.340524934216724,20.810568496916186,21.558334757702415,21.376818532556072,23.694767654650136,23.188050907489444,23.514967303224317,22.751870091775757,22.340524934216724,20.810568496916186,21.558334757702415,21.376818532556072,23.694767654650136,23.188050907489444,23.514967303224317,22.751870091775757,0.0034176148950620005,2.4662768761887683,1.7658523089370632,4.673878062492845,0.0034176148950620005,0,DBI
P07195,23.600255036438337,23.73665461601962,23.837015748063024,23.753584839949763,22.989763824943424,23.050908144484197,22.849859384276396,23.133970617864293,23.600255036438337,23.73665461601962,23.837015748063024,23.753584839949763,22.989763824943424,23.050908144484197,22.849859384276396,23.133970617864293,8.356848614207853e-5,4.077957465082996,-0.7257520672256099,-9.375331369336031,8.356848614207853e-5,5,LDHB
P07203,NA,NA,NA,NA,18.60581225794833,18.84747948996759,18.887387231791976,19.53797289363988,17.7922096937463,17.845197523421284,18.42188568358703,18.85738802589192,18.60581225794833,18.84747948996759,18.887387231791976,19.53797289363988,0.06136228737547697,1.2120984597495532,0.7404927366753107,2.2968810206294497,0.06136228737547697,5,GPX1
P07237,24.382054029185294,23.751849665826047,23.4834536727959,23.50215293421594,23.965079671685498,23.770721956713995,23.669147178626268,23.164628314246965,24.382054029185294,23.751849665826047,23.4834536727959,23.50215293421594,23.965079671685498,23.770721956713995,23.669147178626268,23.164628314246965,0.629400360652151,0.2010730125680254,-0.13748329518761082,-0.5082772917300241,0.629400360652151,7,P4HB
P07355,23.810588108210233,23.91067932433996,22.85832710131064,23.370526717221722,25.132614255569234,24.30040674707505,24.350635474046832,24.020727701235412,23.810588108210233,23.91067932433996,22.85832710131064,23.370526717221722,25.132614255569234,24.30040674707505,24.350635474046832,24.020727701235412,0.02933305327602249,1.5326427289760391,0.9635657317109931,2.84605317778677,0.02933305327602249,4,ANXA2
P07384,21.483010758451268,21.528980556878825,21.068940933017572,21.422395384237007,20.013317220558342,19.904290628278012,20.694640146139655,21.088482883977413,21.483010758451268,21.528980556878825,21.068940933017572,21.422395384237007,20.013317220558342,19.904290628278012,20.694640146139655,21.088482883977413,0.019521163042111562,1.7094943112736132,-0.9506491884078123,-3.1617710502523546,0.019521163042111562,11,CAPN1
P07437,26.25208935036963,26.59477084790371,26.629092208137724,26.63823725150392,26.19294893928449,26.54080641795981,26.40037993662755,26.428094832741465,26.25208935036963,26.59477084790371,26.629092208137724,26.63823725150392,26.19294893928449,26.54080641795981,26.40037993662755,26.428094832741465,0.28527646504688847,0.5447340556190211,-0.13798988282541558,-1.1729310693305213,0.28527646504688847,8,TUBB
P07737,27.680298135824916,27.346972331394504,27.968566343591526,27.3219095206415,30.520002133039934,29.414658786774975,29.841896495623175,28.67013376618571,27.680298135824916,27.346972331394504,27.968566343591526,27.3219095206415,30.520002133039934,29.414658786774975,29.841896495623175,28.67013376618571,0.0027801743180397775,2.555927972790793,2.0322362125428377,4.8750310735097075,0.0027801743180397775,3,PFN1
P07741,22.076430712239908,22.098990729606093,22.58396327953085,21.963598863331505,24.43039384705968,23.3136824292581,23.600028126239554,23.047251078739116,22.076430712239908,22.098990729606093,22.58396327953085,21.963598863331505,24.43039384705968,23.3136824292581,23.600028126239554,23.047251078739116,0.005102516191676908,2.292215608474748,1.417092974147021,4.298257104176561,0.005102516191676908,3,APRT
P07814,21.64456045878597,21.785763745584752,21.948314468849205,21.9004334675177,20.142206797704326,20.669341846583112,20.746406067712986,21.008948310121188,21.64456045878597,21.785763745584752,21.948314468849205,21.9004334675177,20.142206797704326,20.669341846583112,20.746406067712986,21.008948310121188,9.021812725328385e-4,3.0447061922239684,-1.1780422796540044,-6.076789073930069,9.021812725328385e-4,28,EPRS1
P07900,25.395681344079378,25.13864147491281,24.795705178534377,25.378023321569056,24.140007792886784,24.525101620180546,24.388374718554648,24.44126441125756,25.395681344079378,25.13864147491281,24.795705178534377,25.378023321569056,24.140007792886784,24.525101620180546,24.388374718554648,24.44126441125756,0.002605440411984693,2.584118854963988,-0.8033256940540205,-4.939422868848601,0.002605440411984693,7,HSP90AA1
P07910,24.15220808220103,24.43109559353927,24.480066846337095,23.949757618335234,24.68458469806001,24.860886164235936,24.7145536776626,24.393751798246452,24.15220808220103,24.43109559353927,24.480066846337095,23.949757618335234,24.68458469806001,24.860886164235936,24.7145536776626,24.393751798246452,0.041026108639182095,1.3869396742755093,0.4101620494480933,2.5933645963082297,0.041026108639182095,1,HNRNPC
