proteinID,P11,P12,P13,P2a1,P2a2,P2a3,P2b1,P2b2,P2b3,P31,P32,P33,P1,P2a,P2b,P3,group
O88286,28.54425280260821,28.23986208786116,28.627110077851103,28.810661648188713,27.459514668232433,27.691257057751464,28.035276009804566,27.882036983474297,27.149380900163038,27.798847309033835,27.467310510399287,27.578163278905826,28.47040832277349,27.987144458057532,27.688897964480635,27.614773699446317,high1
O88455,29.65657687855502,29.86005733534973,30.349631989121036,28.11232312933573,29.700910556258275,29.366446953602434,27.841581622745515,28.954019612357992,29.561325882377027,28.355398820164655,29.15798076211296,28.639548823917846,29.95542206767526,29.059893546398815,28.78564237249351,28.717642802065154,high1
O88487,28.17521861122114,28.22944778050993,28.449198592799778,28.19558885553862,28.170450943164752,27.92467679087957,26.042355603476413,28.801994941224457,28.24920729311864,26.735828684958914,26.030485824969606,28.15426688686448,28.284621661510283,28.09690552986098,27.697852612606507,26.973527132264334,high1
O88544,25.511445538355616,25.523476022152526,25.71811528950677,26.075695238133125,25.54099101215106,26.144029496296646,28.305912558362675,25.817434762913777,25.2040891564019,28.929058577416622,28.67956009858293,28.438530645274955,25.584345616671637,25.920238582193615,26.44247882589279,28.6823831070915,high3
O88685,29.745237546562986,30.030916379727365,29.72317103837658,30.181866987230507,29.85400430955732,30.152914012886615,30.143213555826616,29.88761069710804,30.073420259772195,30.583337840742164,30.780269744890372,30.837331618926967,29.833108321555642,30.06292843655815,30.034748170902287,30.733646401519835,high3
O88986,28.512166332880017,27.830925492247285,28.717511388716424,27.806058179922058,27.879702147164576,27.8834943396409,27.592491483288732,27.590065705980653,26.990967113297597,28.04181695715857,27.36703048380345,25.532457867031088,28.353534404614578,27.85641822224251,27.39117476752233,26.98043510266437,high1
O89017,28.779847224740656,29.93845562580539,29.889497673746533,29.981417118774736,29.495813346456394,29.906700026245513,29.52223046528944,25.78283312753127,29.823002946191373,25.783459426182745,26.543872876595902,24.97954813733305,29.535933508097525,29.794643497158884,28.376022179670695,25.7689601467039,high1
O89051,29.135772880065222,29.197910054271933,28.885706705351037,28.580177814498718,25.81625026723792,28.267360857354074,24.889965746967917,28.9453936905284,26.44582998935536,26.205640820490476,28.20195734669927,26.054517751755743,29.07312987989606,27.554596313030235,26.760396475617227,26.820705306315162,high1
P00375,25.60536287466436,26.15755247926224,26.076030584556406,24.923649536916194,26.479049128466123,26.811313060543586,26.778193179986804,25.352733075702055,24.941715907659663,29.0361935296449,29.401719004598533,29.459612376713903,25.946315312827668,26.0713372419753,25.690880721116173,29.299174970319115,high3
P03930,32.255664712438055,32.36100146533351,31.835939764093304,32.578217276362246,32.31110939290604,32.96500877847657,25.92163749015534,32.23597693592686,32.595593561546984,25.68560114935136,26.075981299665884,26.016388048935145,32.15086864728829,32.61811181591495,30.251069329209727,25.92599016598413,high1
P05064,29.753151242030967,29.67370955482232,29.721591180589975,29.525594524996464,29.54605757586859,29.702793905715122,30.363066173582226,29.694731129926463,30.405984331633157,30.88146821529934,30.47247152133481,30.44272821285882,29.716150659147758,29.59148200219339,30.15459387838062,30.598889316497658,high3
P06151,29.738746363930098,29.906413322142644,30.110233420330644,29.707475094745725,29.924223718711005,29.801856219806307,29.988477187647426,30.104745984444598,30.273976641409277,30.521874911963124,30.87562171506007,30.86673361892787,29.91846436880113,29.811185011087677,30.122399937833766,30.754743415317023,high3
P06745,25.341487073915133,25.964421128996452,29.411934682960297,25.386278662572572,24.975384242689152,25.955013176654454,28.796683188776708,25.49370325851586,27.03395386775897,28.59679787948878,28.28802053954593,28.511676357418928,26.90594762862396,25.43889202730539,27.108113438350514,28.465498258817878,high3
P08030,30.463339894737032,30.186242915208343,30.688208282215086,29.490639688101158,29.561253037386308,30.240362636540652,30.557916439531446,30.58297909523717,30.604877644885867,32.017505696661694,32.04325851407659,32.291565145320575,30.445930364053485,29.76408512067604,30.581924393218163,32.11744311868629,high3
P09411,30.577497144050103,30.542870071879484,30.943424769772673,29.74453200163113,30.241613248971678,30.002762748026342,30.65309503333165,30.921885304370157,30.655229513734156,31.284605092819763,31.58064507251024,31.599123676365306,30.687930661900754,29.996302666209715,30.743403283811986,31.488124613898435,high3
P10126,34.140031570001675,34.33498010230521,34.70681874862572,34.01479856145232,34.11147765933911,33.94244629233121,34.32415432559964,34.49970283223334,34.475023369846156,35.048805815071326,35.70581513464376,35.41749219339505,34.39394347364421,34.02290750437421,34.432960175893044,35.390704381036706,high3
P10833,29.463612737492145,29.7589747920297,29.939576927749247,29.218957748984725,29.54189214238736,29.158462382895564,28.48577367447983,29.19638645603033,28.999406236715448,28.819063377433324,28.453796984482327,28.95432474797061,29.72072148575703,29.306437424755885,28.893855455741868,28.74239503662875,high1
P11499,33.32388599210294,33.05546363435294,33.34109210001561,32.795096682610776,32.69049963045658,32.75837522508269,33.87426633221093,33.168658997783595,32.964303097910886,33.93068774931947,34.02770718937828,33.85693756089862,33.24014724215716,32.74799051271668,33.3357428093018,33.93844416653212,high3
P12815,30.516718908733296,30.116196005188133,30.143213555826616,31.170331549359837,31.05769223406451,30.61526502363069,30.776117425253616,30.884237024813537,30.295374804167462,31.752106564919277,31.463291167386156,31.385662189689626,30.258709489916015,30.947762935685017,30.651909751411537,31.53368664066502,high3
P13011,30.229401937735236,30.09722932082284,29.70691547041736,29.233293382489737,28.744836711090255,29.392761495528255,25.551881247862863,28.534712699140577,25.994512675994567,26.78054724138467,26.185108736362878,25.12255256840387,30.01118224299181,29.12363052970275,26.693702207666004,26.029402848717137,high1
P14576,27.570800732573453,27.4971657451784,27.761101046365575,28.787962971507326,28.309906781310083,28.42157704323058,28.423742228935,27.840861655147997,28.03784359631733,28.890788105219425,29.332063804886005,29.29756286106809,27.609689174705807,28.50648226534933,28.100815826800112,29.173471590391173,high3
P14685,28.795661833625562,28.54421594698249,29.007956637837015,28.844876884762847,29.06527592998256,28.39026225748771,29.131903224119785,29.23231006716032,29.256874024413857,29.680801126651616,30.492951990816156,30.422720185051954,28.78261147281502,28.7668050240777,29.207029105231324,30.198824434173243,high3
P16858,33.82021670069869,33.65095739026626,34.62630732303296,33.50604383812318,33.83507387974805,34.082426491863025,33.67808289046264,34.34109210001561,34.38817966889909,35.02180506866179,35.711646912269096,35.42292064288761,34.03249380466597,33.80784806991142,34.13578488645911,35.385457541272835,high3
P17751,29.69955434442431,29.637097286251333,30.492379038052114,29.45104757163141,29.449474122854124,29.584843598482227,29.85816107937524,30.56301849235694,29.808607247405014,30.44854892082044,30.635645117415756,30.891135889236267,29.943010222909255,29.495121764322587,30.076595606379062,30.658443309157487,high3
P18242,27.471347761022667,26.711747412848112,25.539204252887043,27.274354406253057,26.917865722878073,27.991615952994113,25.144632759983725,27.80556627520233,26.78019150975351,27.350854629974638,28.12607920904476,27.33108149350714,26.574099808919275,27.39461202737508,26.57679684831319,27.602671777508846,high3
P19157,25.145881565683023,26.083617066883946,25.674105603563103,25.702213132287923,26.92798791685145,25.897826514234822,24.814509643776198,25.75267173507157,25.30654363610886,29.614229644803583,29.87727575398478,30.164109416290927,25.634534745376694,26.176009187791397,25.291241671652205,29.885204938359763,high3
P19536,29.491347149319576,29.52071407544119,28.353843625569642,25.97990475235214,25.0421780213321,29.68230904779044,25.62084707505804,25.217754314360917,25.230415639803443,26.27672265957119,26.388744721400972,26.084184083231357,29.12196828344347,26.901463940491556,25.356339009740797,26.24988382140117,high1
P19783,31.166685283720422,30.52738548788003,30.107741718431665,30.93030001808539,29.661223298225817,31.104433570783293,29.540340857247692,30.003433114211393,29.45208903720872,30.177002432543347,29.69769989523426,29.399948239528456,30.60060416334404,30.56531896236483,29.665287669555937,29.758216855768683,high1
P21995,28.821467945818707,28.132025840752746,27.283656147314403,28.334537972032066,25.786097882322636,25.340103017217466,25.493627959712878,26.29103411547565,27.649382059042225,25.484961834719087,25.741652598109113,25.63428564588777,28.079049977961954,26.486912957190725,26.478014711410253,25.620300026238656,high1
P24270,28.196292643562185,26.918775725299408,26.60414517548159,27.772535273811595,26.414126477569326,26.671551648403906,25.77787277056574,26.221214676178455,25.39100905904077,26.14787854065513,25.75905244677798,25.56876925241366,27.23973784811439,26.952737799928276,25.796698835261655,25.82523341328226,high1
P25206,28.909335034100415,28.98079090768249,29.558372714256425,27.473207303760315,29.20149003163918,27.54362612888724,29.572066587740114,28.982423931843368,29.308952646572177,29.62207296705638,30.25496115780011,30.106868605078926,29.14949955201311,28.07277448809558,29.287814388718555,29.994634243311808,high3
P26516,29.708577248898624,28.859257656284612,28.95645889212134,29.5485216786342,29.29677554282168,29.062550904237256,28.99509847562478,29.14442968591708,30.0372152220019,30.08979954772131,30.28989009926139,30.30345409219812,29.174764599101525,29.30261604189771,29.39224779451459,30.22771457972694,high3
P27546,25.841627913554117,27.014982938205574,27.82832478779898,27.597614998732965,25.841725573159643,27.992534643328945,26.310981595319436,25.246292957854127,26.29778585647871,25.83994008501446,25.988758873034374,25.359275298200178,26.894978546519557,27.14395840507385,25.951686803217427,25.729324752083002,high1
P28659,28.879439241461636,28.660135369782406,25.20981893555971,28.230410142436206,26.324299483576375,27.952770657828992,28.760815612245384,28.47328473271731,28.061624251667002,30.242522104842916,30.2289434298525,30.38545648710984,27.58313118226792,27.50249342794719,28.431908198876567,30.28564067393508,high3
P28660,26.17525668910968,26.20704128773635,26.72650423212771,24.684363149216008,25.969718989941736,25.811291391657434,26.28029627687882,26.000872593522175,26.539222249564112,25.520746652769166,26.169480720241058,24.982543270074125,26.369600736324582,25.48845784360506,26.273463706655036,25.55759021436145,high1
P31266,28.73208024794576,28.2619028753113,28.39112313968584,28.0604393287893,27.71338724916653,27.480467522189816,27.549733795982554,27.539268757461375,27.652257454656297,25.687458543475923,25.55584400313949,25.484152110492257,28.461702087647634,27.751431366715213,27.580420002700077,25.57581821903589,high1
P32037,28.205364168538438,29.166649373004898,29.82567390185036,26.342376792916397,26.3135648517797,26.03422461686602,27.038524026447003,25.288261795085315,28.28885664217199,25.828786556854457,28.06620024077182,24.753269488203912,29.065895814464568,26.23005542052071,26.871880821234768,26.21608542861006,high1
P32921,25.753221808653226,25.795775819486025,27.641410588597484,25.948194488068257,24.834279695698598,25.261207515263035,27.793337879299084,27.590708220545444,27.69743477922471,28.25408264005361,29.371856390164595,28.518670982672873,26.396802738912243,25.34789389967663,27.693826959689744,28.714870004297026,high3
P34884,24.867305870860044,26.097693992049578,30.651299626074028,29.863340255810993,25.211845765217365,29.908562215406565,26.010887535410397,29.94754107729774,30.481064476879926,30.833642148634915,30.18032634260785,30.154242739522154,27.205433162994552,28.32791607881164,28.81316436319602,30.389403743588304,high3
P35546,30.994626532947663,30.8658491629642,30.752146451979947,30.050898805842934,30.211875375777876,29.90196210723885,30.411449858880495,30.218934660507543,30.16937604304731,29.30708592287058,27.779377612731402,29.099613837548265,30.87087404929727,30.054912096286557,30.266586854145118,28.728692457716747,high1
P36371,29.00608470940404,29.448332298464575,30.403243783716217,28.925356132459015,29.309559896230056,29.566415913254232,27.139851707736693,28.173504065216093,28.79590950127981,25.116931208531227,28.86381285415386,28.81540318381892,29.61922026386161,29.267110647314436,28.036421758077534,27.598715748834667,high1
P39447,27.63082867959371,27.88361086456148,28.241954137022937,28.168539455583513,25.223286843124075,25.32896261229212,27.823230777318116,25.40623177336696,27.65307794474906,24.911779799571267,26.122400734166455,25.85098460153563,27.91879789372604,26.240262970333234,26.96084683181138,25.62838837842445,high1
P40749,31.1105445806987,31.257492350403716,25.946041485544036,31.023466707514935,31.3531600707311,31.533942675435867,31.36431923825934,25.46803362598514,25.268493506801462,25.323607409422873,30.898794828160167,25.000454693187308,29.43802613888215,31.3035231512273,27.366948790348648,27.074285643590116,high1
P43024,25.575832437285918,25.96758022788382,30.68829166776208,25.414946995366325,30.298218631552515,31.05685287600948,25.445416325383885,30.866807299122,30.416089402300177,30.550412871090824,30.345196498348347,30.8071643526946,27.410568110977277,28.923339500976102,28.90943767560202,30.567591240711256,high3
P43135,27.67175408929961,28.10883859748988,28.481930584724903,27.226648702088777,27.133594413933512,27.399744563975634,27.70147251430484,26.57960251988801,26.844338174856453,28.270795050741604,26.440772754579076,26.603145017454825,28.087507757171466,27.253329226665972,27.04180440301643,27.1049042742585,high1
P45376,29.077195080998877,28.615580754044917,29.246582235537463,28.58462858642874,29.16074788850357,28.653624679020272,29.72608191177586,29.30269176983381,29.755445280565212,29.786203235753558,29.13736181872133,30.233179077926756,28.979786023527083,28.799667051317527,29.594739654058298,29.71891471080055,high3
P46460,26.42683542551188,28.512505449205488,28.859820439611777,25.50154477894054,28.29381926680079,29.001313693123205,28.353423014767568,28.427383631806272,28.525370498229137,28.465560115144456,28.560998050949763,29.176003764347136,27.933053771443046,27.59889257962151,28.43539238160099,28.73418731014712,high3
P46467,26.159441062084838,26.67461451427488,26.077089976740712,32.94846388955929,32.32015097896858,32.11765184941258,26.00843376445873,25.53103969934443,32.372800959742946,33.311082318091294,33.889577452981115,33.99006771750891,26.30371518436681,32.462088905980146,27.970758141182035,33.730242496193775,high3
P46471,29.73368098791024,29.494078134559043,29.514369165484638,29.778610250889198,29.78553303758826,29.609798964941863,29.92903035043702,29.841416661902844,30.071887108681164,30.649416323670494,30.67850270569647,30.75891127355829,29.580709429317974,29.724647417806437,29.94744470700701,30.695610100975085,high3
P46978,29.976782168989175,30.06085158626914,30.05076909624151,29.227773574759972,29.71899776875768,29.288944624793814,28.67185529909592,28.51649349937277,28.946899984791457,28.84382920850731,29.535584278162837,29.49821250727685,30.029467617166606,29.41190532277049,28.711749594420052,29.29254199798233,high1
P47802,29.51525311796765,25.010811297231147,28.12366407867416,28.17892648545528,28.775615203398882,26.42442722660393,28.189144987278958,29.01600494359669,27.698229981141434,28.832042959180132,28.724098602037756,28.449592191056404,27.549909497957653,27.792989638486034,28.301126637339028,28.668577917424766,high3
P47856,25.41948172230258,27.603498783926497,28.22600552370114,25.47893423287955,28.13486762507698,28.10664400478323,27.944248971388053,27.60463025404254,28.11450910660574,27.69955434442431,28.176027550196938,27.893365510604877,27.082995343310074,27.240148620913256,27.887796110678778,27.92298246840871,high3
P48722,27.11941547876375,25.82169906020168,27.50286615182903,25.500193541180067,25.548369529144026,26.04178352969784,27.161444848448255,27.049055835650098,26.728841001354148,28.91610095808201,28.856915305500728,28.44896238229209,26.81466023026482,25.69678220000731,26.979780561817496,28.740659548624944,high3
P49722,29.460628152832314,29.021177943392356,25.041014216798,29.509677041192955,29.356511646311436,29.90440479650275,29.04936748894547,25.61223653666467,29.453581148756715,30.01491492324324,29.408456504761663,30.589422905139898,27.84094010434089,29.590197828002378,28.038395058122287,30.004264777714933,high3
P49962,28.938315401764758,29.233407677997096,28.639755805344883,29.517470019014944,28.73740915522001,29.442570035620946,29.12371340748414,25.21813469666805,29.098585213715655,29.261813227946522,26.3749919669617,25.503174080611434,28.937159628368914,29.232483069951968,27.813477772622615,27.04665975850655,high1
P50136,28.421255998435733,28.955073443698414,28.008170417942747,28.338113742752125,28.660849415351578,28.700447602862617,27.822623147674765,25.898428474446497,27.695909415994354,28.03012708726259,27.139119399547894,25.71406421322807,28.461499953358967,28.56647025365544,27.138987012705204,26.961103566679515,high1
P51859,26.587921921781803,27.41118717779359,27.277018171856362,27.357581669223027,24.687503051619288,26.951159297682054,26.968071903063162,27.048016504835832,27.154798026166286,25.778120245479727,26.72676406014118,25.98190106621039,27.092042423810586,26.33208133950812,27.056962144688427,26.162261790610433,high1
P52912,25.77705111161263,25.223285419332825,25.84440269582781,27.50460977338282,25.795270820536548,24.676542999308435,25.254939468100034,25.179759897717464,26.98826046914906,29.028599896297187,29.92323212700952,29.728419364591335,25.61491307559109,25.9921411977426,25.80765327832218,29.560083795966012,high3
P53986,29.728922071221657,29.51009222152859,29.932976763716983,29.217872190927956,29.78852314474738,29.28268448675725,28.7279327074638,28.58992288609825,29.56456376646713,25.668336411851246,29.142483385398094,28.89405975373054,29.723997018822413,29.429693274144196,28.960806453343064,27.901626516993293,high1
P53994,30.101493570766486,30.09773165197029,30.165308066277532,29.47307179308539,29.02506536421608,29.600648499208027,29.506861988721546,29.356364718462643,29.57284363414501,30.284053456273874,25.841623972227893,29.632112324221744,30.1215110963381,29.366261885503167,29.4786901137764,28.585929917574504,high1
P54116,31.987630446159297,31.601782206062737,31.378445090892612,31.229688431181156,31.422569823394582,31.376893861352578,30.53408186677601,31.116629814563865,30.868721664568923,30.820387907726467,30.735376803831823,30.58539889801624,31.655952581038218,31.34305070530944,30.839811115302933,30.71372120319151,high1
P54775,30.101869223689032,30.096852457646623,30.384118704958162,30.293402711611293,30.35279186854931,30.575244410946794,30.42432306839538,30.857567987880397,29.96071773274469,30.8375571986383,30.93276562216368,31.252143503217333,30.194280128764603,30.40714633036913,30.41420292967349,31.007488774673106,high3
P54923,26.779467816920256,26.169024856052445,26.281439370941793,24.447147327537117,26.323386728974246,24.598528228302058,27.722014817369082,27.04416445733626,26.368579861107364,25.012156948549507,26.16341633222278,25.769808341868178,26.409977347971502,25.123020761604476,27.04491971193757,25.648460540880155,high1
P55258,29.768865354156244,29.732662540725286,30.301711048819573,29.166050729444645,29.171286423253147,29.344159585380392,28.92767480553123,29.543976362462843,29.309082793017897,25.325490774711245,25.759183607973952,29.488879090124904,29.934412981233702,29.227165579359394,29.260244653670654,26.857851157603363,high1
