proteinID,P11,P12,P13,P2a1,P2a2,P2a3,P2b1,P2b2,P2b3,P31,P32,P33,P1,P2a,P2b,P3,group
O55029,20.837549793641987,21.0533965882356,22.921579471385073,21.461221252368375,20.664422634390483,20.652433433139997,22.070514067248016,22.169376998869794,21.394221198299025,22.52950490458907,23.12188316602459,22.973599981327506,21.604175284420887,20.926025773299617,21.878037421472275,22.874996017313723,high3
O70443,20.64780670580576,23.473083408784852,24.201050617418947,23.423934532719645,23.855668454964917,23.59571003766986,20.88406344138822,23.457887827141317,23.55133370009818,23.588751229452598,23.387849050834898,23.931568569324174,22.773980244003184,23.625104341784805,22.631094989542575,23.63605628320389,high3
O88286,27.61449294715943,26.69604212031684,21.019224157414357,26.696174812433824,26.809803448436515,26.566873136397337,21.1101269180933,27.13124091416054,26.370110942977256,27.157113439327546,26.946927864303333,27.036848543885583,25.109919741630208,26.69095046575589,24.87049292507703,27.046963282505487,high3
O88455,24.195879796216143,24.90016624972429,25.539224377541426,25.044727289453675,21.668795549460487,25.365896551723477,24.63483541741976,25.46454001708066,24.8005515860675,25.36833007406086,25.385481172968067,25.723903375030865,24.878423474493953,24.026473130212548,24.96664234018931,25.492571540686598,high3
O88487,21.34814104924251,20.697248296241547,22.992809056128845,21.359778876004544,22.782027977119203,20.713512785154958,21.846978282038055,22.945727442427685,21.632883738456943,23.57369248547766,23.76243232607593,23.20536789763227,21.679399467204302,21.618439879426234,22.14186315430756,23.513830903061955,high3
P00416,24.722653296211178,24.667415641350356,20.363895210187327,24.101092766474178,22.856504557590977,24.290386774751802,24.286020729903736,23.733348050948884,24.662154185421343,25.317275693982108,25.2617325405551,25.56130402926601,23.251321382582955,23.749328032938987,24.22717432209132,25.38010408793441,high3
P05627,21.458722749485208,21.00459168996847,22.38987182160152,22.152981686724306,22.29891167549556,21.01867152704688,21.379545902234224,21.636288647006303,21.076420374807363,22.829467255862795,22.74908950440988,22.558848546310024,21.617728753685068,21.82352162975558,21.36408497468263,22.71246843552757,high3
P11370,27.84989516732627,27.388456836836873,27.162885766476837,27.04656018265777,26.997765419573863,26.633256233659473,27.015845479855667,26.451283441008357,27.1608680780351,26.922069680687425,26.47844759923581,26.665058495205795,27.467079256879995,26.89252727863037,26.875998999633044,26.688525258376345,high1
P12815,28.784815736566326,29.171381875891644,27.84337997139017,28.289736227030897,28.373101846523106,27.19957245572669,27.663159140918623,27.361519226727943,28.074645608643728,28.091792970075037,27.676604168245053,27.96328355461188,28.599859194616045,27.95413684309356,27.69977465876343,27.910560230977325,high1
P12849,23.957483268074967,24.368529907157775,20.612677588641915,20.62954322127703,24.86008102278421,25.274656546924394,20.75883414986422,24.773742886918562,21.364633775906267,24.519653527858154,25.47010673295398,24.986330238952466,22.97956358795822,23.58809359699521,22.29907027089635,24.992030166588197,high3
P14131,26.3225457243443,26.557788656744926,25.213007185129083,26.22484707952416,26.02290874256744,24.24365283083893,26.910564965413112,26.335040818050068,26.71253476690125,27.360514914093656,26.198055298080988,26.446574485757903,26.031113855406105,25.49713621764351,26.65271351678814,26.668381565977516,high3
P14206,28.961987419286444,30.858012829358064,28.544437066615213,29.07887526810447,28.865642711862762,28.12834280088238,28.88695693742997,28.683715020283028,29.22641902843695,28.862039811542104,28.467193883430504,28.5133717178407,29.454812438419907,28.690953593616538,28.932363662049983,28.6142018042711,high1
P14685,23.73189904224881,23.88948316795716,25.40477101263733,24.06217001911474,23.67303555572532,24.35655782054509,24.49935736605189,25.159617617208635,24.58806493987767,25.213155553304134,25.817948002267208,25.13684377254885,24.3420510742811,24.030587798461713,24.74901330771273,25.389315776040064,high3
P15379,26.338734342685587,25.75786281482381,25.71019769521974,25.137547488099525,25.558591674878233,24.603824172482497,25.350702910185902,24.884880376181403,25.378552581002108,24.86107554400004,24.1194946368138,24.464633491193812,25.935598284243042,25.099987778486753,25.204711955789804,24.481734557335884,high1
P15535,23.543921068076838,23.0911977551454,23.404186307458858,23.276255061789694,22.842569793071473,22.76824006501287,23.113354925878358,23.016670248736943,20.430025810669235,23.058756096371845,21.467152993184463,23.093794721444816,23.346435043560366,22.962354973291344,22.18668366176151,22.53990127033371,high1
P16460,23.135584046724063,22.570708100704604,23.2898241560293,19.950294271390923,22.644384423761547,22.04271525797761,23.079933290634134,22.611059928844533,23.132873082079165,22.47538611561102,22.524850622115558,20.676217643298134,22.998705434485988,21.54579798437669,22.94128876718595,21.89215146034157,high1
P17563,23.5780768787716,24.301593317484482,25.065419750561105,22.870719906757135,23.57888307887131,23.811764298267274,23.29907942423117,23.857093339071742,24.402821073106985,23.404576137240348,23.134425066766756,23.171867631962918,24.315029982272396,23.420455761298573,23.852997945469966,23.236956278656674,high1
P19246,21.21326693776227,19.92856585011148,26.533413625835212,21.203126228241434,22.495078628365437,27.820129187037825,27.058066559407475,26.668173444638423,22.05862502418884,26.950269500388632,27.359258539337873,26.627979768533002,22.55841547123632,23.8394446812149,25.261621676078246,26.979169269419838,high3
P24860,25.017545518397814,24.86254239488708,24.338037211942826,25.744169473924774,25.433994651579884,25.25421783145519,23.85081329534057,23.95730613073778,23.838074394950176,23.57692438227247,23.3895567710918,23.119637110359808,24.739375041742573,25.477460652319948,23.88206460700951,23.36203942124136,high1
P25444,26.377278721837655,26.01856458077592,25.819800392633493,26.71711912106343,26.071447304725652,25.53412640516876,27.224166289590627,26.832918206975055,26.808822023200783,27.178546628938896,26.731432980206026,26.373101846523106,26.07188123174902,26.10756427698595,26.95530217325549,26.76102715188934,high3
P27641,26.38366975547276,26.59234890335672,27.603145017454825,25.995890991936882,26.126975228734434,26.230538408870352,26.484514268930553,26.91113666941936,26.065810048446586,26.12261791080209,26.22708957303178,26.222803745195883,26.8597212254281,26.11780154318056,26.487153662265502,26.190837076343247,high1
P28474,24.458576329961378,25.088046088489694,26.617929022227862,25.233814496522218,25.138875792769568,25.770696755700136,25.707198601620487,26.120641940733584,25.98737158278659,25.595055515434407,26.18665380690227,26.26636921916185,25.388183813559646,25.38112901499731,25.938404041713554,26.01602618049951,high3
P35283,21.398017164679608,23.662969067886603,24.634558492636124,23.491060382529213,24.018267428598612,23.821723385877874,24.410216863863354,24.795754713978454,24.27675201651184,24.455193249888964,24.813575714644948,24.43955344248021,23.23184824173411,23.77701706566857,24.49424119811788,24.56944080233804,high3
P35922,22.569364269808275,22.559665560359075,20.634152160657845,20.821466368562525,22.88317501312699,22.253583223317243,21.165622850684414,23.243667356491144,23.016007069660837,23.24075931176398,23.810980278118425,23.1112388486716,21.9210606636084,21.98607486833559,22.4750990922788,23.387659479518003,high3
P37889,24.03086377366195,23.457512141611424,24.096033068712774,23.784865647311378,23.49582478049106,23.805873735306406,23.75552168572923,23.039540932809942,22.965872337092208,23.36292409089769,23.087042575844222,23.170538810693316,23.861469661328716,23.69552138770295,23.25364498521046,23.206835159145076,high1
P43276,26.120009058299335,25.753227768780743,21.13951886299712,25.432402483669104,25.115055083783567,20.727911401728154,25.11410197097139,24.40568008326658,25.19951629314488,26.392786056707955,25.19674288778551,26.04428955011713,24.337585230025734,23.758456323060273,24.90643278246095,25.87793949820353,high3
P46656,26.193550626308493,26.151104978524355,24.64047311113793,25.18925812060597,25.258105917464125,24.63832012294129,25.522110709745178,24.468864636415017,25.910290466997996,25.48348442568779,23.98041505051634,25.2217349046962,25.661709571990258,25.028561387003794,25.300421937719396,24.895211460300107,high1
P46660,23.793027735685687,24.215786552502536,25.036240700606736,24.17241713122866,25.011671899367723,24.91278191229508,23.863629740667598,24.772082158162775,23.67217237715443,24.883762332889265,25.404381235516563,25.16683609896536,24.348351662931652,24.698956980963818,24.102628091994934,25.15165988912373,high3
P47877,25.27184597409043,24.390344268404416,25.226079044316805,23.6012756909138,23.549689736826327,23.50857434621699,22.528691598498675,21.450049133106308,24.265779273163833,23.378751003243003,23.018097599870824,21.08870931478217,24.962756428937215,23.55317992465237,22.74817333492294,22.495185972631997,high1
P49442,22.5682279881225,22.961745712926618,23.630453778689265,23.261696678043673,20.130324156314177,23.830744199804688,22.972548645853117,23.493872058709627,23.285174160662297,20.641594891460624,23.14698313945214,23.207946122097812,23.05347582657946,22.407588344720846,23.250531621741683,22.33217471767019,high1
P52432,23.3214106783,23.36986142090332,23.298100614861305,23.707567247346496,21.318093447969293,21.785231122403076,23.61301783463913,23.368796308237084,23.151294694996803,23.235071708963126,23.428414359451125,21.210957169539817,23.329790904688206,22.270297272572957,23.377702945957676,22.624814412651357,high1
P53395,24.26406169366728,24.89984367956288,24.755827265927547,24.314304981247624,25.053661443436564,23.9844191542017,24.901593908413172,25.46793236171964,24.97285536451568,25.614731633099577,25.76065701332906,25.396106151510203,24.63991087971924,24.450795192961962,25.114127211549498,25.59049826597961,high3
P53564,27.05765350520928,27.135161283531883,27.47467774380805,27.079384029629257,26.674517938318008,27.592847871482757,27.427343666294103,27.732985935190086,26.861122885057025,27.702925978314735,28.003191818267325,27.887857595908116,27.222497510849735,27.115583279810007,27.340484162180406,27.864658464163394,high3
P58137,23.31382079736264,23.4089868619591,24.12020686388556,22.852547796559804,23.66730735123652,23.515809542127872,23.53219514587986,23.780166473613658,23.676375503168842,24.07488034836927,24.138133655628298,24.386402476223044,23.614338174402434,23.345221563308062,23.662912374220785,24.19980549340687,high3
P60469,22.055201660876815,22.21062378580764,22.20654580876733,22.428133179683407,22.204218880777574,22.56815839077378,20.554132437383117,20.351042216236397,22.02120230543107,21.160842062252954,22.291174072538688,20.73923922651261,22.157457085150597,22.400170150411586,20.975458986350194,21.397085120434753,high1
P61028,24.180255196198,24.119652939885327,23.751338923072495,23.9163401817096,23.474816970968586,23.708304256323387,24.26069216561574,23.633228513246348,24.472153857170326,24.47759869631312,24.17896446560668,25.321445086758235,24.017082353051943,23.69982046966719,24.12202484534414,24.65933608289268,high3
P62242,24.782467981709903,24.201723708090704,24.40073822856256,24.17714028955724,24.40412132558641,23.24257752652733,25.076267594478313,24.910359096498325,25.150233511021664,25.84785411567023,25.167257340569204,25.224681511538158,24.461643306121058,23.941279713890324,25.045620067332766,25.41326432259253,high3
P62267,24.931162754273508,24.36038095290308,23.780967414670116,24.21163405568581,23.850241024392606,22.965520095122347,24.928092901039587,24.539253964306415,24.762178843682083,25.393849973045974,24.933325783320353,25.042725110222253,24.357503707282234,23.67579839173359,24.743175236342694,25.12330028886286,high3
P62270,26.292810557789156,26.316412745169494,24.75547074940282,26.17220727773958,25.494543604982034,24.334836291663475,26.878767153586228,25.992069967217127,26.500922943895276,26.974431745571295,26.172646027499212,26.097922491955227,25.788231350787157,25.333862391461697,26.457253354899546,26.415000088341912,high3
P62281,25.473486028559517,25.09960882165066,24.13688287686373,24.722288485759087,24.62823014224275,23.36118453352591,25.816947697882203,24.909764199005824,25.911182395954313,26.694183148078732,25.526296250349322,25.77394405753046,24.903325909024634,24.237234387175917,25.54596476428078,25.99814115198617,high3
P62301,27.279499923475594,26.68150501932403,26.16993509105588,27.439442476303523,26.963448934911355,25.433994651579884,28.242363096390957,27.386402476223044,27.318120883322504,28.376831777464616,27.293424638567405,27.303911292341667,26.710313344618502,26.61229535426492,27.648962151978836,27.65805590279123,high3
P62702,25.80582454609278,25.45170790873296,24.80656220825714,25.89462647123312,25.410896152131834,24.25925593350022,26.543463886627997,26.10589508449809,25.737969967120083,26.851385339376964,26.031894503054314,25.887578742410525,25.354698221027622,25.18825951895506,26.129109646082057,26.256952861613936,high3
P62746,24.133280835702447,24.451927953952012,23.70619751669538,24.381856060740265,24.387454674312085,23.7566418301617,23.9832886857715,23.750521358389065,24.047184500752284,24.680459111970087,24.651080604509783,24.954468971434252,24.097135435449946,24.17531752173802,23.926998181637614,24.762002895971374,high3
P62754,25.310912276638778,25.246808721831414,24.56086689751744,24.94596849945231,21.847483847001374,24.189484360648393,25.508967183534835,25.167219050959986,25.158000030031584,26.185236444731867,25.603626118623406,25.214527236066377,25.039529298662544,23.66097890236736,25.27806208817547,25.667796599807218,high3
P62843,25.04622710250486,25.646253698493933,23.879982527117043,25.521421922387326,24.80474195886347,23.766178667551085,25.93827052719312,25.68273767982253,25.58095409850569,26.3244183170522,25.40649126970397,25.204002405046722,24.857487776038614,24.697447516267292,25.733987435173777,25.6449706639343,high3
P62849,26.014207298572483,20.30251986049858,24.941900852608995,21.553062480619268,22.120307316200726,21.462387723083914,26.189390098275627,25.78006632470932,25.253676989821532,25.731432980206026,25.330842220757457,25.269101275666657,23.752876003893352,21.7119191733013,25.741044470935492,25.443792158876715,high3
P62855,27.102294845455724,26.928973894820942,26.37669932290697,27.05651699600525,27.032861456871267,26.110362871195967,27.63207764613651,27.252414236969898,27.601658250258655,27.81689888480034,27.17445684232171,27.360431189807247,26.80265602106121,26.73324710802416,27.495383377788354,27.450595638976434,high3
P62858,26.385744462509976,28.997361653922102,24.786810820778328,26.02742971183675,25.398065181876248,24.921978913752866,25.890990989417848,25.072592560545175,26.843499781633223,26.07500280610903,21.32507839930761,21.788778626236994,26.7233056457368,25.449157935821955,25.935694443865415,23.062953277217876,high1
P62889,24.304451037416694,24.227511947968008,20.504650989271592,23.935530535476595,24.022506662493008,23.099343957484987,24.715234750232003,24.38594189813844,24.30917822628351,25.22147679003151,24.38995057348019,24.68062007015552,23.012204658218764,23.685793718484863,24.470118291551316,24.764015811222407,high3
P62918,23.447961995849532,23.170492967433056,21.193444032014387,22.92961961517873,20.80220327479226,20.70817680801532,23.67314341674297,22.906318123780988,23.245104672604697,24.55186171927278,23.73293419694694,23.70482648435187,22.60396633176566,21.47999989932877,23.274855404376222,23.99654080019053,high3
P62965,24.749038340475455,24.83975700652834,24.26999298410773,23.807741683761634,24.402365707742536,23.477042780164354,23.747553796525217,23.396498170454027,25.158308281737447,23.6634034837408,22.872017252200337,23.45161359336399,24.61959611037051,23.895716723889507,24.100786749572233,23.32901144310171,high1
P62983,32.84327887375776,32.54694532171044,31.38787164205836,32.66837213297609,32.20545156664076,31.674719963436672,32.54321587882452,31.602711535272604,32.98469688016431,33.176616125050096,32.374822957328156,33.23905401791365,32.25936527917552,32.18284788768451,32.37687476475381,32.93016436676397,high3
P63046,22.23039208400619,21.553436410176275,21.678099398454492,23.10618271587045,20.522284494304028,21.20618147285453,22.90166755569631,23.14201977879415,23.344620997872703,22.917433270566708,21.34861966618147,23.043484596928312,21.82064263087899,21.611549561009667,23.12943611078772,22.436512511225498,high3
P63078,24.97784134033456,25.86223495292715,24.829631774185415,25.01707820746601,25.575020747923244,24.620979562350403,24.21200530064833,24.07822379144364,25.326151304887226,24.718217201827507,24.20650109552746,24.767846201977793,25.22323602248237,25.071026172579888,24.538793465659733,24.564188166444254,high1
P63082,21.339171167300922,25.025551216144862,26.264920739020436,20.686284713138082,25.4766720503561,25.54877887954884,24.877550755321636,26.267459090695695,25.24485070574198,25.97495682338761,27.072653887886506,26.67895596897689,24.209881040822072,23.90391188101434,25.46328685058644,26.575522226750337,high3
P63323,26.493719390952062,28.92583713927275,25.34190967393826,26.132045458446953,26.378767537197962,25.08950155945363,26.43214757366276,26.0925290827199,26.878650236770987,26.58276380510706,25.760682390327343,26.080827934823798,26.920488734721022,25.866771518366182,26.467775631051214,26.141424710086067,high1
P68373,24.68190708956888,24.97004864926083,25.204599500703196,25.139110072575356,25.009922220935273,22.23575871255356,24.913375566985156,21.195075050619135,25.353566036199457,24.712770889350026,24.844649454004763,20.7690883684424,24.952185079844302,24.128263668688064,23.820672217934582,23.442169570599063,high1
P70428,22.866688819530324,20.67233077066692,23.542859004688477,22.81944472321327,23.21207953817843,23.143904443486246,21.359441527615733,22.839805052321065,22.636130719373305,23.09854104173487,23.3915247089783,23.521332056309152,22.36062619829524,23.058476234959315,22.278459099770032,23.337132602340773,high3
P70441,25.130141298984675,24.592577024484743,23.492650264055907,25.122064911929577,23.964727236105173,22.021427978505564,24.742679908819213,23.69466139834069,23.839036127564214,24.19279847831122,22.121389151155444,21.468310880387968,24.405122862508446,23.702740042180107,24.092125811574704,22.594166169951546,high1
P70665,23.612680454186048,23.523008634116536,22.97629490746832,20.688772377810565,20.97239844697152,20.853765169271295,23.044185306886316,21.82350918797485,23.538839694370793,20.302896922587923,20.749562720817504,20.335907902462072,23.370661331923632,20.838311998017797,22.80217806307732,20.46278918195583,high1
P83093,23.316999606517694,20.957987337819205,22.819308278796385,20.900351053108132,23.16542595963502,23.175161492503868,20.954492355853777,21.38300144845594,22.47995587026969,23.006502092406738,23.56894696419647,23.094970689329315,22.36476507437776,22.41364616841567,21.605816558193137,23.223473248644172,high3
P97351,26.43471055427739,26.002537435055853,25.489284983684893,26.423790307284317,25.770696755700136,24.840573567476213,26.811029291862198,26.6274232268959,26.495870515723542,27.238541626465,26.53624780865176,26.58060913495862,25.975510991006047,25.67835354348689,26.644774344827212,26.785132856691792,high3
P97376,23.777560339988746,23.315618376119335,22.734382166856463,24.00624525561867,23.969477867399934,23.140491549563997,24.121788332984334,23.615377291249974,23.9492232868325,24.521391967649908,24.14631509200657,24.33653979291334,23.27585362765485,23.705404890860866,23.895462970355606,24.334748950856607,high3
Q01147,23.112098382134896,23.174948229309532,23.3745120651729,23.144480254725536,23.697421522145277,20.991624112191303,20.33645008009166,22.958740318156067,23.09945633003954,22.799524320935895,20.697918849240683,23.057170081623788,23.22051955887244,22.611175296354038,22.13154890942909,22.184871083933455,high1
Q03173,23.128222821253974,23.15849320115205,23.009683075672317,23.30438140423663,23.31906897580516,23.205979338642013,20.783469813766292,23.227893815371214,23.50166713741334,21.691659279682103,23.591264835133167,21.35761649735923,23.098799699359446,23.276476572894598,22.50434358885028,22.213513537391503,high1
Q04519,22.194392566788522,22.507340746277876,23.383636799547986,22.118227586526288,22.815208934190693,23.15932504532706,20.369487217679026,20.846941768398683,20.753533240598184,22.023237420226337,20.70038820835318,20.981927206021133,22.69512337087146,22.697587188681343,20.65665407555863,21.235184278200215,high1
Q06890,20.975916256076975,21.02705670385271,21.5508324268543,21.040976855592806,21.561029487037068,21.05801195013679,21.24826503447455,20.731785019878554,22.271075925001117,23.480005194020215,23.02485829932565,22.974247923177636,21.184601795594663,21.22000609758889,21.417041993118072,23.15970380550783,high3
Q09163,25.30145377160819,25.276113043278883,25.074717055212233,24.249306770306113,23.95162622166543,23.747553796525217,24.55027708163796,23.709356473597722,24.59166432346762,23.968247723554622,23.74827066364103,23.66394631967334,25.21742795669977,23.98282892949892,24.283765959567763,23.793488235623,high1
Q0VBL3,22.261696678043673,23.008110562706232,20.652378606597193,22.206188064040212,22.682089324506503,22.3826609630801,21.603349480781457,22.3171100478437,22.428337679494643,24.12841163714809,24.045519051746677,23.553327426033906,21.974061949115697,22.423646117208936,22.116265736039935,23.909086038309557,high3
Q14BV6,23.05632680157496,22.99017946243482,22.99636521523598,20.668962037293046,23.0268178863432,23.128175613418993,22.842262861167885,21.726312884600606,23.067366081547565,20.99959768958776,21.0500009782312,22.789151524708323,23.01429049308192,22.27465184568508,22.545313942438685,21.612916730842425,high1
Q3THE2,21.434092948653856,23.987198077670218,24.36526249539376,20.89761444025161,21.14356691635352,20.728312200533992,22.96232838816447,23.010468689867466,23.73469225714049,23.373981321106992,21.066910719487637,21.089729139293617,23.26218450723928,20.923164519046374,23.23582977839081,21.84354039329608,high1
Q3TIX9,20.101583226237437,20.89767785335576,22.29468356391349,22.73071805918909,22.930468094746224,22.210891279043295,22.836630592873956,21.392005408671697,22.216981041532282,23.00516604152896,22.58139093395436,22.77080259700025,21.097981547835563,22.624025810992872,22.14853901435931,22.785786524161193,high3
Q3TKY6,27.48062159866146,27.325173537963394,27.939436812657515,27.923487172834008,28.04572733804472,27.439046098841104,20.7437645334273,27.802611319530374,27.51608015738628,27.61104866882962,27.76040321879223,21.15183612675161,27.581743983094125,27.802753536573277,25.354152003447982,25.507762671457822,high1
Q3TXS7,24.84014132807592,25.263524530452223,25.83076837344668,25.28957794132764,25.413480990862116,25.14511027125074,25.46964107206203,25.8133310615146,25.70250330342974,25.83532993445225,26.291616738810642,25.875419587388603,25.31147807732494,25.282723067813496,25.66182514566879,26.0007887535505,high3
Q3TYS2,20.751211508858958,24.475621131586752,25.531749103280216,24.829099441171984,24.845176081147272,24.578998213546036,24.842349192366065,25.674760365065804,20.85441357531348,25.2150088692171,25.471130658160128,25.42419089789862,23.586193914575308,24.751091245288432,23.79050771091512,25.370110141758616,high3
Q3UDF0,21.054953770147605,24.51050728241756,24.534156096666734,20.133633577014585,21.301207951896412,24.966400538846056,24.373184838730733,24.860649404566757,24.525400370474813,24.36205457439989,24.693066613874276,24.935080859619422,23.366539049743967,22.133747355919017,24.586411537924103,24.663400682631195,high3
Q3UJD6,22.95989017907708,20.01876789663024,23.17838705937276,22.739438647623956,22.646715146447523,22.79211428562102,22.50353655832749,22.739624058849024,23.274834247177232,23.647901049612162,24.024537078648315,24.064803275681317,22.052348378360026,22.7260893598975,22.839331621451247,23.91241380131393,high3
Q3UMR5,27.21881921257879,27.090329713634627,27.722601186079846,27.270349513218875,27.552374886039853,27.421737538841036,27.855193180692496,27.850789455249334,27.630967507061182,27.967797140641913,28.421336266332432,28.131437185848604,27.343916704097754,27.414820646033252,27.778983381001,28.173523530940983,high3
Q3UN04,24.357162146977235,24.08310271067209,24.496007712722445,24.444869806620204,24.240016821452016,24.900258399382018,24.013760198832937,24.749294142004675,24.294248850371023,24.89988976543044,24.995114653779552,24.970312010897356,24.31209085679059,24.528381675818082,24.352434397069544,24.955105476702453,high3
Q3V1V3,24.428989329252513,24.920026042135575,24.883715728943695,24.880356282311073,25.06159335299507,25.184006936818147,24.718635298563893,24.789649057230715,25.228686601773383,25.556429808385655,25.624302619939808,25.412609125442394,24.744243700110598,25.041985524041433,24.912323652522662,25.531113851255952,high3
Q4FZG9,27.627910212568334,27.61757877701702,26.65799111017031,26.686456071487644,26.64924499239057,26.60879489755949,26.53655908091178,26.177805620940376,27.329285979845523,26.57614592634255,26.054054934905267,26.460999123470327,27.30116003325189,26.648165320479237,26.681216893899222,26.36373332823938,high1
